회사,표준산업분류,연혁,매출액,기업유형,평균연봉,홈페이지,고용보험 사업장 수,고용보험 가입 사원수,국민연금 가입 사원수,퇴사/입사 (1년)
케이티스카이라이프,지상파 방송업,23년 (2001년 설립),"6,553억 5,412만원",주식회사,"8,961만원",www.ktskylife.co.kr,2개,446명,369명,36명/32명
세아특수강,기타 1차 철강 제조업,38년 (1986년 설립),"6,346억 3,043만원",주식회사,"7,933만원",www.seahsp.co.kr,1개,271명,294명,33명/52명
KX,상품 중개업,3년 (2021년 설립),-,주식회사,"4,565만원",-,1개,21명,28명,3명/3명
골프존뉴딘홀딩스,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),-,,"2,896만원",-,1개,44명,,
메리츠금융지주,증권 및 선물 중개업,13년 (2011년 설립),-,주식회사,"14,592만원",www.meritzgroup.com,1개,17명,35명,6명/16명
윈스,시스템ㆍ응용 소프트웨어 개발 및 공급업,13년 (2011년 설립),904억 94만원,주식회사,"5,016만원",www.wins21.co.kr,1개,0명,494명,117명/132명
하림,-,5년 (2019년 설립),-,주식회사,"4,171만원",-,1개,604명,594명,333명/322명
한국종합기술,서적 출판업,26년 (1998년 설립),"18억 9,164만원",주식회사,"3,479만원",-,1개,19명,16명,5명/3명
이퓨쳐,자동차 차체용 신품 부품 제조업,14년 (2010년 설립),-,기타 법인,"3,956만원",-,1개,11명,7명,0명/0명
티케이케미칼,1차 플라스틱제품 제조업,2년 (2022년 설립),-,기타 법인,"4,446만원",-,1개,40명,34명,8명/3명
롯데에너지머티리얼즈,기타 전자 부품 제조업,37년 (1987년 설립),-,주식회사,"6,429만원",www.lotteenergymaterials.com,2개,394명,592명,45명/112명
부스타,"냉ㆍ난방장치 및 철물, 수공구 도매업",2년 (2022년 설립),-,기타 법인,"5,024만원",-,1개,2명,4명,0명/2명
현대위아,건물설비 설치 공사업,48년 (1976년 설립),"6조 3,859억 2,100만원",주식회사,"11,681만원",www.hyundai-wia.com,1개,9명,"2,869명",225명/180명
선진,중고 자동차 판매업,10년 (2014년 설립),-,,"2,682만원",-,1개,24명,,
미원화학,기초 유기화학 물질 제조업,13년 (2011년 설립),"2,326억 1,576만원",주식회사,"7,141만원",www.miwonchemicals.com,2개,168명,119명,20명/28명
나노신소재,기초 무기화학 물질 제조업,24년 (2000년 설립),612억 611만원,주식회사,"5,480만원",anapro.com,1개,104명,271명,76명/103명
케이아이엔엑스,그 외 기타 정보 서비스업,24년 (2000년 설립),"674억 6,631만원",주식회사,"6,130만원",www.kinx.net,1개,151명,168명,17명/33명
LB세미콘,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",24년 (2000년 설립),-,주식회사,"4,839만원",www.lbsemicon.com,1개,684명,892명,243명/456명
딜리,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),"51억 5,949만원",주식회사,"3,997만원",-,1개,59명,42명,23명/19명
제이엔케이글로벌,"냉ㆍ난방장치 및 철물, 수공구 도매업",11년 (2013년 설립),-,기타 법인,"5,766만원",-,1개,4명,4명,2명/2명
블루콤,기타 전기장비 제조업,33년 (1991년 설립),"714억 9,935만원",주식회사,"4,865만원",www.bluec.co.kr,1개,56명,39명,15명/4명
인트론바이오,완제 의약품 제조업,25년 (1999년 설립),293억 800만원,주식회사,"5,764만원",www.intron.co.kr/,1개,77명,76명,27명/14명
시디즈,목재 가구 제조업,14년 (2010년 설립),"2,519억 3,690만원",주식회사,"5,042만원",www.sidiz.com,1개,168명,164명,35명/35명
커넥트웨이브,시스템ㆍ응용 소프트웨어 개발 및 공급업,22년 (2002년 설립),-,주식회사,"3,138만원",www.danawa.com,3개,826명,696명,205명/564명
알서포트,시스템ㆍ응용 소프트웨어 개발 및 공급업,14년 (2010년 설립),"419억 6,393만원",주식회사,"6,409만원",www.rsupport.com,1개,328명,294명,76명/41명
인텍플러스,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",29년 (1995년 설립),"1,196억 6,110만원",주식회사,"6,312만원",www.intekplus.com,1개,302명,382명,44명/66명
티에스이,"금속 단조, 압형 및 분말 야금제품 제조업",25년 (1999년 설립),-,기타 법인,"4,383만원",-,1개,42명,39명,9명/15명
한화엔진,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,25년 (1999년 설립),-,주식회사,"6,032만원",www.hsdengine.com,2개,752명,765명,47명/71명
대성에너지,그 외 기타 사업 지원 서비스업,6년 (2018년 설립),-,기타 법인,"3,399만원",-,1개,26명,25명,7명/7명
현대퓨처넷,통신 공사업,32년 (1992년 설립),339억 8만원,주식회사,"6,816만원",www.hyundaifuturenet.com,2개,67명,53명,11명/5명
대정화금,기초 무기화학 물질 제조업,38년 (1986년 설립),966억 788만원,주식회사,"4,402만원",www.daejung.kr,1개,162명,176명,54명/47명
KTis,컴퓨터 및 주변 기기 수리업,3년 (2021년 설립),-,기타 법인,"4,247만원",-,1개,1명,3명,0명/0명
한전산업,발전업,18년 (2006년 설립),-,기타 법인,"5,852만원",-,1개,20명,22명,3명/6명
피제이메탈,비철금속 주조업,14년 (2010년 설립),-,기타 법인,"5,932만원",-,1개,82명,62명,10명/6명
옵투스제약,완제 의약품 제조업,14년 (2010년 설립),-,주식회사,"4,445만원",www.optuspharm.com,1개,131명,175명,46명/71명
에이루트,기억 장치 및 주변 기기 제조업,22년 (2002년 설립),"371억 1,951만원",주식회사,"5,234만원",www.aroot.co.kr,1개,73명,81명,13명/16명
엘브이엠씨,회사본부,1년 (2023년 설립),-,,-,-,1개,2명,,
티비씨,"영화, 비디오물 및 방송 프로그램 제작업",13년 (2011년 설립),"3,635억 3,238만원",주식회사,"7,100만원",www.jtbc.co.kr/,1개,464명,422명,143명/55명
시그네틱스,기타 전자 부품 제조업,58년 (1966년 설립),"2,698억 5,434만원",주식회사,"6,074만원",www.signetics.com,1개,123명,103명,46명/32명
한국전자인증,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"340억 4,436만원",주식회사,"4,760만원",www.crosscert.com,1개,90명,78명,22명/9명
디케이락,기타 건축자재 도매업,12년 (2012년 설립),-,기타 법인,"3,800만원",-,1개,6명,4명,1명/1명
위메이드플레이,시스템ㆍ응용 소프트웨어 개발 및 공급업,14년 (2010년 설립),"303억 5,089만원",주식회사,"6,032만원",-,1개,132명,144명,16명/25명
KH 미래물산,,,,,,,,,,
아나패스,기타 전자 부품 제조업,22년 (2002년 설립),"432억 9,192만원",주식회사,"10,487만원",www.anapass.com,1개,111명,116명,5명/10명
KNN,지상파 방송업,30년 (1994년 설립),"597억 5,100만원",주식회사,"9,541만원",www.knn.co.kr,3개,133명,143명,12명/13명
누리플랜,건축용 플라스틱제품 제조업,22년 (2002년 설립),-,주식회사,"4,361만원",-,1개,17명,3명,2명/0명
아이텍,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),-,주식회사,"3,414만원",-,1개,9명,12명,1명/4명
인화정공,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,25년 (1999년 설립),-,주식회사,"5,599만원",www.ihpre.co.kr,1개,77명,66명,5명/17명
셀피글로벌,인쇄업,26년 (1998년 설립),-,주식회사,"5,285만원",www.cardnsoft.com,1개,95명,99명,22명/22명
뉴온,기타 일반 목적용 기계 제조업,14년 (2010년 설립),-,주식회사,"6,241만원",www.vacuum-coater.com,1개,81명,80명,12명/12명
휠라홀딩스,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",33년 (1991년 설립),"1,062억 5,952만원",주식회사,"8,925만원",www.filaholdings.com/kr/main/index.asp,1개,56명,55명,21명/22명
알파홀딩스,엔지니어링 서비스업,22년 (2002년 설립),"725억 2,894만원",주식회사,"6,682만원",www.alpha-holdings.co.kr,1개,78명,81명,15명/19명
포메탈,"금속 열처리, 도금 및 기타 금속 가공업",11년 (2013년 설립),-,기타 법인,"3,457만원",-,1개,3명,8명,1명/6명
다원시스,철도장비 제조업,28년 (1996년 설립),"2,935억 9,945만원",주식회사,"5,034만원",www.dawonsys.com,3개,670명,547명,235명/173명
현대홈쇼핑,통신 판매업,23년 (2001년 설립),1조 804억 366만원,주식회사,"6,477만원",www.hmall.com,2개,"1,041명","1,024명",140명/99명
씨젠,기초 의약 물질 및 생물학적 제제 제조업,24년 (2000년 설립),"1조 1,485억 8,642만원",주식회사,"7,994만원",www.seegene.co.kr,1개,921명,858명,139명/126명
와이솔,기타 스포츠 서비스업,2년 (2022년 설립),-,기타 법인,"3,328만원",-,1개,1명,3명,3명/1명
하이비젼시스템,사진장비 및 광학기기 제조업,14년 (2010년 설립),"2,545억 8,933만원",주식회사,"8,388만원",www.hyvision.co.kr,1개,334명,405명,67명/101명
화신정공,기타 일반 목적용 기계 제조업,29년 (1995년 설립),-,기타 법인,"4,064만원",-,1개,112명,106명,15명/25명
코리아에프티,자동차 차체용 신품 부품 제조업,14년 (2010년 설립),"2,622억 6,965만원",주식회사,"5,566만원",www.kftec.com,1개,254명,555명,101명/123명
도화엔지니어링,,,,,,,,,,
엠에스오토텍,자동차 차체용 신품 부품 제조업,34년 (1990년 설립),"1,806억 8,109만원",주식회사,"7,703만원",ms-global.com,2개,464명,10명,428명/54명
이글루,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"905억 5,754만원",주식회사,"4,750만원",igloo.co.kr,2개,"1,038명","1,082명",255명/297명
대성산업,시스템ㆍ응용 소프트웨어 개발 및 공급업,12년 (2012년 설립),-,주식회사,"5,882만원",-,1개,41명,45명,6명/9명
아이마켓코리아,건물설비 설치 공사업,24년 (2000년 설립),"2조 3,534억 7,384만원",주식회사,"6,459만원",www.imarketkorea.com,1개,1명,412명,59명/57명
한미약품,-,14년 (2010년 설립),"9,170억 1,792만원",주식회사,"7,988만원",-,1개,"2,313명","2,355명",296명/393명
인터로조,사진장비 및 광학기기 제조업,24년 (2000년 설립),"1,163억 6,349만원",주식회사,"4,450만원",interojo.com,1개,591명,691명,259명/243명
하이텍팜,기초 의약 물질 및 생물학적 제제 제조업,26년 (1998년 설립),"1,029억 4,700만원",주식회사,"5,660만원",www.htpharm.com,2개,94명,51명,11명/9명
우진,전기 공사업,44년 (1980년 설립),-,주식회사,"7,455만원",www.woojininc.com,1개,9명,159명,9명/13명
무학,일반 교습학원,4년 (2020년 설립),-,기타 법인,"4,098만원",-,1개,8명,10명,5명/5명
에스디시스템,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),-,기타 법인,"4,426만원",-,1개,2명,3명,0명/0명
알톤,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",14년 (2010년 설립),-,주식회사,"5,733만원",www.altonsports.co.kr,1개,72명,72명,10명/5명
유비벨록스,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"935억 3,281만원",주식회사,"5,638만원",www.veloxsoft.com,3개,349명,343명,64명/81명
오르비텍,"기술 시험, 검사 및 분석업",33년 (1991년 설립),"575억 2,401만원",주식회사,"5,372만원",orbitech.co.kr,1개,439명,413명,84명/71명
이연제약,회사본부,60년 (1964년 설립),"1,428억 136만원",주식회사,"8,554만원",reyonpharm.co.kr,1개,88명,256명,33명/32명
엑스큐어,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),-,주식회사,"6,347만원",www.xcure.co.kr,1개,39명,38명,9명/6명
투비소프트,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"298억 7,884만원",주식회사,"6,197만원",www.tobesoft.com,2개,404명,208명,54명/62명
한국화장품,"세제, 화장품 및 광택제 제조업",62년 (1962년 설립),"1,038억 7,700만원",주식회사,"5,135만원",www.hkcosm.com,1개,93명,99명,12명/17명
에스제이엠,교육 지원 서비스업,9년 (2015년 설립),-,기타 법인,"2,269만원",-,1개,1명,3명,0명/0명
인피니트헬스케어,시스템ㆍ응용 소프트웨어 개발 및 공급업,22년 (2002년 설립),"412억 5,632만원",주식회사,"5,111만원",infinitt.com,1개,330명,298명,56명/43명
서진오토모티브,자동차 차체용 신품 부품 제조업,14년 (2010년 설립),"1,451억 6,634만원",주식회사,"7,209만원",www.secoautomotive.com,1개,218명,265명,24명/35명
인지소프트,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),-,주식회사,"5,864만원",inzisoft.com,1개,77명,153명,36명/29명
HL홀딩스,사무 지원 서비스업,25년 (1999년 설립),-,주식회사,"11,011만원",hlholdings.co.kr,1개,283명,304명,42명/56명
삼성생명,보험 및 연금관련 서비스업,24년 (2000년 설립),"2,090억 2,205만원",주식회사,"6,082만원",www.samsunglifeservice.com,1개,"2,206명","2,013명",302명/264명
신세계푸드,기관 구내식당업,45년 (1979년 설립),"1조 3,227억 431만원",주식회사,"4,836만원",www.shinsegaefood.com,1개,"4,016명","3,243명","1,362명/1,207명"
케이씨에스,-,5년 (2019년 설립),-,기타 법인,"5,178만원",-,1개,4명,5명,0명/0명
삼기,선박 및 수상 부유 구조물 건조업,1년 (2023년 설립),-,기타 법인,"2,611만원",-,1개,41명,40명,18명/20명
한화생명,생명보험업,78년 (1946년 설립),-,주식회사,"9,936만원",www.hanwhalife.com,1개,"2,725명","2,740명",244명/325명
이미지스,사무 지원 서비스업,10년 (2014년 설립),-,,"2,239만원",-,1개,10명,,
조선선재,"금속 파스너, 스프링 및 금속선 가공제품 제조업",27년 (1997년 설립),-,기타 법인,"5,251만원",-,1개,143명,100명,59명/14명
인포바인,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"188억 5,371만원",주식회사,"5,550만원",www.infovine.co.kr,1개,75명,85명,9명/15명
하이소닉,기타 전자 부품 제조업,23년 (2001년 설립),-,주식회사,"4,738만원",www.hysonic.com,1개,20명,26명,11명/13명
모베이스,기계장비 조립용 플라스틱제품 제조업,5년 (2019년 설립),-,기타 법인,"4,732만원",-,1개,130명,123명,48명/50명
코오롱인더,화학섬유 제조업,14년 (2010년 설립),"5조 3,674억 7,355만원",주식회사,"7,303만원",www.kolonindustries.com/,1개,685명,628명,97명/83명
KC코트렐,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",14년 (2010년 설립),-,주식회사,"6,618만원",www.kc-cottrell.com/,3개,296명,210명,50명/27명
지역난방공사,보육시설 운영업,11년 (2013년 설립),-,기타 법인,"2,877만원",-,1개,10명,11명,12명/13명
락앤락,포장용 플라스틱제품 제조업,28년 (1996년 설립),-,,"5,076만원",-,1개,399명,,
스타플렉스,간판 및 광고물 제조업,28년 (1996년 설립),-,주식회사,"5,088만원",www.star-flex.com,1개,129명,104명,24명/30명
우리넷,유선 통신장비 제조업,24년 (2000년 설립),"604억 1,028만원",주식회사,"6,512만원",www.woori-net.com,1개,164명,179명,26명/34명
아세아텍,가공 공작기계 제조업,24년 (2000년 설립),-,기타 법인,"4,375만원",-,1개,9명,8명,3명/1명
영흥,전문 디자인업,7년 (2017년 설립),-,주식회사,"4,424만원",-,1개,25명,20명,9명/5명
폴라리스우노,그 외 기타 화학제품 제조업,13년 (2011년 설립),-,기타 법인,"5,153만원",-,1개,17명,15명,2명/0명
코디,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,주식회사,"4,476만원",-,1개,4명,5명,6명/6명
에스메디,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",1년 (2023년 설립),-,주식회사,"3,610만원",-,1개,1명,3명,0명/1명
